    1   03-01-2019     01:00        4.0      46.2    1008.2       3.6     254.8       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     02:00        3.9      47.0    1008.3       3.3     247.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     03:00        3.6      49.0    1008.5       2.3     248.1       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     04:00        3.3      51.0    1008.4       2.8     247.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     05:00        3.1      53.2    1008.1       2.1     251.3       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     06:00        3.1      53.0    1008.2       2.4     247.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     07:00        3.2      53.8    1008.9       2.2     247.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     08:00        3.1      54.3    1009.3       1.9     247.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     09:00        3.1      55.3    1009.7       1.5     251.8       0.0       0.0   -9999.0   -9999.0        19
    1   03-01-2019     10:00        2.7      60.3    1010.5       2.2     239.3       0.0       0.0   -9999.0   -9999.0        50
    1   03-01-2019     11:00        1.5      78.0    1010.7       2.6     236.5       0.0       0.0   -9999.0   -9999.0       105
    1   03-01-2019     12:00        1.7      80.3    1010.4       2.2     251.1       0.0       0.0   -9999.0   -9999.0       133
    1   03-01-2019     13:00        2.0      78.8    1009.9       2.6     247.5       0.0       0.0   -9999.0   -9999.0       142
    1   03-01-2019     14:00        2.4      76.0    1009.3       2.1     236.6       0.0       0.0   -9999.0   -9999.0       123
    1   03-01-2019     15:00        2.5      73.5    1009.1       2.3     243.2       0.0       0.0   -9999.0   -9999.0        76
    1   03-01-2019     16:00        2.6      71.2    1009.0       1.9     250.0       0.0       0.0   -9999.0   -9999.0        41
    1   03-01-2019     17:00        2.3      70.5    1009.0       1.2     252.8       0.0       0.0   -9999.0   -9999.0         7
    1   03-01-2019     18:00        1.4      79.2    1008.8       0.6     225.0       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     19:00        1.3      83.3    1009.0       0.7     215.8       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     20:00        1.3      84.0    1009.2       1.2     212.3       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     21:00        0.8      84.3    1009.3       2.2     243.8       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     22:00        0.4      85.8    1009.7       1.9     241.5       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     23:00        0.7      77.5    1009.9       2.6     244.4       0.0       0.0   -9999.0   -9999.0         0
    1   03-01-2019     24:00        0.7      68.8    1010.1       2.7     247.5       0.0       0.0   -9999.0   -9999.0         0
