    1   25-01-2019     01:00        7.7      99.0     980.0       0.4      32.6       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     02:00        7.4      99.0     980.0       0.4     308.6       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     03:00        7.3      99.0     981.0       0.4     112.4       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     04:00        6.5      99.0     980.0       1.2     157.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     05:00        5.9      99.0     980.0       1.2     180.0       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     06:00        5.6      99.0     980.0       0.9     202.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     07:00        5.2      99.0     980.0       1.4     180.0       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     08:00        5.3      99.0     980.0       1.4     157.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     09:00        5.6      99.0     980.0       1.5     157.5       0.0       0.0   -9999.0   -9999.0       0.1
    1   25-01-2019     10:00        5.7      99.0     980.0       1.7     157.5       0.0       0.0   -9999.0   -9999.0       5.9
    1   25-01-2019     11:00        6.5      99.0     979.0       1.7     180.0       0.0       0.0   -9999.0   -9999.0      19.8
    1   25-01-2019     12:00        7.3      99.0     979.0       1.5     202.5       0.0       0.0   -9999.0   -9999.0      38.9
    1   25-01-2019     13:00        8.3      99.0     978.0       1.5     247.5       0.0       0.0   -9999.0   -9999.0     126.4
    1   25-01-2019     14:00        9.5      99.0     977.0       1.7     270.0       0.0       0.0   -9999.0   -9999.0     192.8
    1   25-01-2019     15:00        9.2      99.0     977.0       1.6     292.5       0.0       0.0   -9999.0   -9999.0      42.7
    1   25-01-2019     16:00        9.1      99.0     976.0       1.6     247.5       0.0       0.0   -9999.0   -9999.0      39.7
    1   25-01-2019     17:00        8.7      99.0     976.0       1.4     270.0       0.0       0.0   -9999.0   -9999.0       6.1
    1   25-01-2019     18:00        8.3      99.0     976.0       1.4     270.0       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     19:00        7.8      99.0     976.0       1.6     292.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     20:00        7.4      99.0     976.0       1.4     337.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     21:00        6.9      99.0     976.0       1.6       0.0       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     22:00        6.7      99.0     976.0       1.4     292.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     23:00        6.7      99.0     976.0       2.0       0.0       0.0       0.0   -9999.0   -9999.0       0.0
    1   25-01-2019     24:00        7.0      99.0     976.0       1.3     337.5       0.0       0.0   -9999.0   -9999.0       0.0
    1   26-01-2019     01:00        7.0      99.0     976.0       1.0     315.5       0.0       0.0   -9999.0   -9999.0       0.0
